"07351699";"0001";"83";"1";"";"02";"0";"00";"";"";"20050429";"8650006";"8599604";"RUA";"7";"411";"";"CENTRO";"13500143";"SP";"6979";"19";"35961011";"19";"35339350";"";"";"MORAESBARROSCONT@HOTMAIL.COM";"";""
"07351806";"0001";"73";"1";"MERCADAO GAMA";"02";"20050420";"00";"";"";"20050420";"4712100";"";"ESTRADA";"DA GAMA";"6180";"BLOCO G";"NONO DISTRITO";"96115000";"RS";"8791";"53";"32773312";"";"";"";"";"ASSESSORE@UOL.COM.BR";"";""
"25427832";"0001";"10";"1";"";"04";"20181206";"63";"";"";"19881027";"7420001";"";"RUA";"DOS CAETES";"530";"SALA 805";"CENTRO";"30120908";"MG";"4123";"";"";"";"";"";"";"";"";""
"07352129";"0001";"08";"1";"";"04";"20181025";"63";"";"";"20050413";"5611203";"";"AVENIDA";"CAXANGA";"3969";"";"IPUTINGA";"50731000";"PE";"2531";"";"";"";"";"";"";"";"";""
"07352254";"0001";"18";"1";"";"08";"20150209";"73";"";"";"20050419";"1091101";"";"RUA";"VALDOMIRO JOSE BORGES";"3145";"";"ITINGA";"89233550";"SC";"8179";"";"";"";"";"";"";"";"";""
"62562756";"0001";"81";"1";"";"02";"20051103";"00";"";"";"19900307";"4689399";"4649499,4669999";"RUA";"CRISTO OPERARIO";"198";"";"VILA GUILHERME-SP";"02055080";"SP";"7107";"";"";"";"";"";"";"";"";""
"07352524";"0001";"90";"1";"";"04";"20201103";"63";"";"";"20050415";"4322303";"";"RUA";"BREST";"115";"";"BAIRRO KIOTO";"04832060";"SP";"7107";"";"";"";"";"";"";"";"";""
"62565205";"0001";"71";"1";"";"02";"20050903";"00";"";"";"19900307";"6810201";"";"RUA";"AFONSO PENA";"1171";"SALA  04";"VILA MENDONCA";"16015040";"SP";"6155";"18";"31175521";"";"";"";"";"";"";""
"07352781";"0001";"22";"1";"LUIZINHO CONSTRUCAO";"02";"20050502";"00";"";"";"20050502";"4744099";"4541206,4744004";"AVENIDA";"MONSENHOR MATEUS";"725";"SALA";"FLORES";"64280000";"PI";"1043";"86";"99764391";"";"";"";"";"";"";""
"80996754";"0001";"82";"1";"";"04";"20181122";"63";"";"";"19911111";"4712100";"";"RUA";"PEDRO A CABRAL C V BRAS";"802";"D";"BELA VISTA";"89804460";"SC";"8081";"";"";"";"";"";"";"";"";""
"80998123";"0001";"00";"1";"NOVA AUSTRIA IND E COM DE PRODUTOS ALIMENTICIOS";"02";"20051103";"00";"";"";"19880928";"1099699";"1096100";"RUA";"FERNANDO FLEITH";"99";"";"25 DE JULHO";"89280798";"SC";"8311";"";"";"";"";"";"";"";"";""
"44682573";"0001";"18";"1";"";"04";"20190320";"63";"";"";"19800926";"4754701";"";"AVENIDA";"SENADOR FEIJO";"313";"";"CENTRO";"11015500";"SP";"7071";"";"";"";"";"";"";"";"";""
"07353413";"0001";"07";"1";"BIANCHI & CIA MOTOS";"03";"20120416";"21";"";"";"20050418";"4511103";"";"RUA";"LUCAS FORTUNATO";"133";"LOJA 40";"VILA MATIAS";"11075201";"SP";"7071";"";"";"";"";"";"";"";"";""
"62573274";"0001";"27";"1";"";"04";"20181023";"63";"";"";"19900502";"9602501";"";"AVENIDA";"PARADA PINTO";"119";"E 123";"VL NOVA CACHEIRINHA";"02611000";"SP";"7107";"";"";"";"";"";"";"";"";""
"44689156";"0001";"05";"1";"";"02";"20051103";"00";"";"";"19660720";"4661300";"";"";"PROLONGAMENTO DA AV. DR. ANTONIO GALIZIA";"1793";"";"LIVRAMENTO";"17250000";"SP";"6203";"";"";"";"";"";"";"";"";""
"25446113";"0001";"46";"1";"JAZIDA DO VELUDO";"08";"20081231";"71";"";"";"19881020";"8888888";"";"";"LOC  CORREGO DA ESTIVA";"S/N";"";"ENGENHO";"39120000";"MG";"4551";"";"";"";"";"";"";"";"";""
"81005985";"0001";"40";"1";"";"08";"19931220";"01";"";"";"19890201";"5611203";"";"RUA";"ANTONIO A DO LIVRAMENTO";"SN";"";"ESPINHEIROS";"89228750";"SC";"8179";"";"";"";"";"";"";"";"";""
"07354183";"0001";"92";"1";"";"04";"20210319";"63";"";"";"20050426";"4712100";"";"RUA";"HIPOLITO SARDINHA";"69";"";"PQ. GUARUS";"28083371";"RJ";"5819";"";"";"";"";"";"";"";"";""
"81008146";"0001";"85";"1";"";"08";"19940207";"01";"";"";"19890209";"5611203";"";"RUA";"ANAMBURGO";"SN";"";"VILA NOVA";"89237700";"SC";"8179";"";"";"";"";"";"";"";"";""
"07354423";"0001";"59";"1";"COMERCIAL ARAGUAIA";"04";"20181009";"63";"";"";"20050503";"4712100";"";"RUA";"J";"SN";"QD 19 LT 01";"VILA MUTIRAO I";"75830002";"GO";"9459";"64";"6612580";"";"";"64";"6619183";"";"";""
"25452889";"0001";"79";"1";"LANCHONETE PATRICIA";"08";"20181019";"01";"";"";"19881102";"5611203";"4721104,4723700";"RUA";"PRATA";"10";"";"SANTA TEREZINHA";"38447215";"MG";"4069";"34";"88631225";"";"";"";"";"AMEG@VELOXMAIL.COM.BR";"";""
"25454422";"0001";"68";"1";"CARPINTARIA DO BOZO";"04";"20210416";"63";"";"";"19881101";"1622602";"";"RUA";"AUGUSTO LARA";"735";"FUNDOS";"CENTRO";"35588000";"MG";"4083";"";"";"";"";"";"";"";"";""
"07354834";"0001";"44";"1";"FARMACIA CENTRAL DO TRABALHADOR";"04";"20181025";"63";"";"";"20050428";"4771701";"";"RUA";"DA AURORA";"175";"LOJA C-1";"BOA VISTA";"50060010";"PE";"2531";"";"";"";"";"";"";"";"";""
"81014367";"0001";"66";"1";"";"08";"20010305";"01";"";"";"19890220";"5611203";"";"RUA";"BATEIAS";"226";"";"FATIMA";"89229270";"SC";"8179";"";"";"";"";"";"";"";"";""
"07355101";"0001";"24";"1";"SHIVA SERVICOS";"02";"0";"00";"";"";"20050407";"7820500";"3811400,4322303,5611201,5620101,6201501,6203100,6204000,6209100,7711000,7729202,8121400,8122200,8291100,8599603,9511800,9700500";"AVENIDA";"PORTO";"150";"";"CENTRO";"64148000";"PI";"0294";"86";"98291388";"86";"94390868";"";"";"";"";""
"44707636";"0001";"43";"1";"";"08";"20120904";"54";"";"";"19730622";"4623106";"";"RODOVIA";"D PEDRO I";"S N";"KM 80";"RIO ABAIXO";"12953162";"SP";"6181";"";"";"";"";"";"";"";"";""
"81018368";"0001";"89";"1";"";"08";"20010305";"01";"";"";"19890224";"5611203";"";"RUA";"SALGADO FILHO";"1407";"";"SAO LUIZ";"89900000";"SC";"8339";"";"";"";"";"";"";"";"";""
"44712883";"0001";"38";"1";"EMPORIO FERREIRA";"08";"20081231";"71";"";"";"19800930";"5611203";"";"RUA";"INDEPENDENCIA";"128";"";"CENTRO";"16900187";"SP";"6141";"";"";"";"";"";"";"";"";""
"62593686";"0001";"29";"1";"O ALERTA";"08";"19920529";"01";"";"";"19900405";"5822101";"";"RUA";"10 DE OUTUBRO";"6";"";"CENTRO";"18500000";"SP";"6629";"";"";"";"";"";"";"";"";""
"44716561";"0001";"67";"1";"BAR NOSSA SENHORA APARECIDA";"04";"20190109";"63";"";"";"19730521";"5611203";"";"AVENIDA";"SAO LOURENCO";"330";"";"LAVAPES";"12914340";"SP";"6251";"";"";"";"";"";"";"";"";""
"07356037";"0001";"04";"1";"FRANCE LINE";"04";"20181128";"63";"";"";"20050316";"4789001";"";"AVENIDA";"JONES DOS SANTOS NEVES";"169";"LOJA 03";"SANTO ANTONIO";"29300500";"ES";"5623";"";"";"";"";"";"";"";"";""
"07356158";"0001";"48";"1";"";"02";"20050415";"00";"";"";"20050415";"7111100";"7410202";"RUA";"ITACEMA";"128";"CONJ  51";"ITAIM BIBI";"04530050";"SP";"7107";"11";"30783815";"";"";"";"";"PATRICIA@PATRICIAMARTINEZ.COM.BR";"";""
"07356299";"0001";"60";"1";"EXTRA REPRESENTACOES";"04";"20181002";"63";"";"";"20050503";"4619200";"";"RUA";"DAMIAO VIEIRA";"130";"";"CENTRO";"45200330";"BA";"3661";"";"";"";"";"";"";"";"";""
"81025777";"0001";"02";"1";"";"08";"20081231";"71";"";"";"19890308";"8888888";"";"RUA";"GERAL";"S/N";"";"CENTRO";"88200000";"SC";"8355";"";"";"";"";"";"";"";"";""
"25469578";"0001";"12";"1";"";"08";"20081231";"71";"";"";"19880520";"8888888";"";"RUA";"ALBUQUERQUE MARANHAO";"77";"";"CAMPO ALEGRE";"31730230";"MG";"4123";"";"";"";"";"";"";"";"";""
"07356710";"0001";"06";"1";"";"08";"20081231";"71";"";"";"19831229";"1091101";"";"AVENIDA";"TALES NETO";"122";"";"JOAO DE DEUS";"65099110";"MA";"0921";"";"";"";"";"";"";"";"";""
"25471863";"0001";"78";"1";"";"08";"20000225";"01";"";"";"19881104";"4712100";"";"RUA";"CEL M VILELA DE ANDRADE";"145";"";"MARIA VILELA";"38301115";"MG";"4683";"";"";"";"";"";"";"";"";""
"25472937";"0001";"90";"1";"";"08";"20060809";"01";"";"";"19881027";"5611203";"";"AVENIDA";"DR LELIO DE ALMEIDA";"205";"";"CENTRO";"37757000";"MG";"5033";"";"";"";"";"";"";"";"";""
"07357126";"0001";"67";"1";"";"08";"20150209";"73";"";"";"20050429";"4530703";"";"RUA";"VISCONDE DO RIO BRANCO";"270";"";"CIDADE ALTA";"13419110";"SP";"6875";"";"";"";"";"";"";"";"";""
"25474917";"0001";"59";"1";"";"04";"20190117";"63";"";"";"19881103";"5611203";"";"AVENIDA";"JOSE MOL";"65";"";"CENTRO";"35290000";"MG";"4791";"";"";"";"";"";"";"";"";""
"25476185";"0001";"36";"1";"CASA DE MOVEIS USADOS POPULAR";"02";"20010818";"00";"";"";"19881117";"4754701";"";"RUA";"FRUTAL";"468";"";"CENTRO";"38280000";"MG";"4687";"";"";"";"";"";"";"";"";""
"62609755";"0001";"45";"1";"";"08";"19910201";"01";"";"";"19900409";"5611203";"";"RUA";"JOSE FERNANDES DE LIMA";"75";"";"PARQUE BRASILIA";"13091450";"SP";"6291";"";"";"";"";"";"";"";"";""
"44741411";"0001";"03";"1";"";"04";"20181023";"63";"";"";"19800928";"4781400";"";"RUA";"BAR DE TATUI";"167";"";"STA CECILIA";"08210040";"SP";"7107";"";"";"";"";"";"";"";"";""
"81036998";"0001";"86";"1";"";"04";"20181127";"63";"";"";"19880930";"8130300";"";"RUA";"3 AMIGOS";"500";"";"JD MARIA DE LURDES";"85814080";"PR";"7493";"";"";"";"";"";"";"";"";""
"07357837";"0001";"31";"1";"NOEMI CONFECCOES";"08";"20060327";"54";"";"";"20040804";"4781400";"";"RUA";"WENCESLAU ESCOBAR";"382";"J ALVORADA";"APARECIDA";"94853830";"RS";"8511";"";"";"";"";"";"";"";"";""
"81039695";"0001";"17";"1";"REPRESENTACOES GELMART";"08";"19890731";"01";"";"";"19881004";"4530701";"";"RUA";"SOUZA NAVES";"1747";"";"CENTRO";"85806260";"PR";"7493";"";"";"";"";"";"";"";"";""
"25483090";"0001";"40";"1";"";"08";"20071210";"01";"";"";"19881116";"4774100";"";"PRACA";"GETULIO VARGAS";"213";"";"";"38610000";"MG";"5407";"";"";"";"";"";"";"";"";""
"07358263";"0001";"16";"1";"A. D. T. REPRESENTACOES";"04";"20181207";"63";"";"";"20040922";"4530703";"";"RUA";"DA SAUDADE";"559";"";"CENTRO";"78530000";"MT";"9891";"";"";"";"";"";"";"";"";""
"44749976";"0001";"37";"1";"CASA CANONICO";"08";"20081210";"54";"";"";"19801006";"4713002";"";"RUA";"DUQUE DE CAXIAS";"1496";"";"CENTRO";"13635000";"SP";"6887";"019";"5612166";"";"";"";"";"";"";""
"25487034";"0001";"83";"1";"";"02";"20051103";"00";"";"";"19881110";"4754701";"";"AVENIDA";"JK";"338";"";"CENTRO";"39350000";"MG";"4591";"38";"32234139";"";"";"";"";"ELIASMACKENZIE@TERRA.COM.BR";"";""
"62622816";"0001";"04";"1";"NERI REPRESENTACOES ELETRICAS";"02";"20050924";"00";"";"";"19900411";"4613300";"";"RUA";"ESTONIA";"86";"";"JARDIM AEROPORTO";"12231160";"SP";"7099";"12";"39231457";"";"";"";"";"COMERCIAL@NERIREPRESENTACOES.COM.BR";"";""
"44755510";"0001";"44";"1";"";"04";"20190104";"63";"";"";"19721026";"2512800";"";"RUA";"JOSE FACCIONE FILHO";"349";"";"JD GLORIA";"13487211";"SP";"6639";"";"";"";"";"";"";"";"";""
"81049595";"0001";"71";"1";"LANCHONETE REBOUCENSE";"04";"20181123";"63";"";"";"19881013";"5611201";"";"RUA";"ABDALA MIGUEL SARRAFF";"262";"";"CENTRO";"84550000";"PR";"7807";"";"";"";"";"";"";"";"";""
"07359113";"0001";"27";"1";"AUDIMATER AUDITORIA E ASSESSORIA LTDA";"08";"20110601";"01";"";"";"20050311";"6920601";"";"RUA";"CONCEICAO";"233";"ANDAR 23                  SALA  2310";"CENTRO";"13010916";"SP";"6291";"19";"32310399";"";"";"19";"32310399";"luciana@consulcamp.com.br";"";""
"81052359";"0001";"04";"1";"";"08";"20180911";"01";"";"";"19881018";"1621800";"";"";"LOC  DORIZON";"S/N";"";"";"84570000";"PR";"7671";"";"";"";"";"";"";"";"";""
"25494188";"0001";"00";"1";"MAX'S";"08";"19900718";"01";"";"";"19881025";"4642701";"";"RUA";"DAS VIOLETAS";"28";"";"JARDIM PARAISO";"38703048";"MG";"4959";"";"";"";"";"";"";"";"";""
"07359510";"0001";"07";"1";"";"04";"20181120";"63";"";"";"20050412";"4646001";"2063100";"RUA";"PROFESSOR LAURO EDUARDO WERNECK";"787";"SALA  01";"ZONA 07";"87020020";"PR";"7691";"44";"32288785";"";"";"44";"30297379";"josegomes@escgomes.com.br";"";""
"07359619";"0001";"36";"1";"";"08";"20110912";"01";"";"";"20050411";"4781400";"";"AVENIDA";"JOSE JOAQUIM SEABRA";"40";"TERREO";"BARROQUINHA";"40024082";"BA";"3849";"71";"33223319";"71";"33223319";"";"";"janucio@ig.com.br";"";""
"44769784";"0001";"92";"1";"METALURGICA RICARDO";"02";"20220121";"00";"";"";"19801008";"2869100";"2543800,2866600,3321000";"RUA";"CAP ALCOOK";"70";"";"PARQUE EDU CHAVES";"08210040";"SP";"7107";"";"";"";"";"";"";"";"";""
"25498858";"0001";"59";"1";"M E M BAZAR E MERCEARIA";"08";"19960830";"01";"";"";"19881205";"4712100";"";"AVENIDA";"GOV MAGALHAES PINTO";"620";"";"NITEROI";"35500220";"MG";"4445";"";"";"";"";"";"";"";"";""
"07360018";"0001";"43";"1";"GEAR EVENTOS";"04";"20181128";"63";"";"";"20050429";"9511800";"3314709";"RUA";"ROBERTO QUINTANILHA";"S/N";"";"GLICERIO";"27985000";"RJ";"5847";"";"";"";"";"";"";"";"";""
"07360160";"0001";"90";"1";"JV INFORMATICA";"02";"0";"00";"";"";"20050502";"4751201";"";"RUA";"MALTA";"439";"";"NACOES II";"83820001";"PR";"9983";"41";"2339833";"";"";"41";"2339833";"";"";""
"62638846";"0001";"09";"1";"";"04";"20181220";"63";"";"";"19900329";"5611203";"";"RUA";"TUPA";"40";"";"PARQUE JOAO RAMALHO";"09290630";"SP";"7057";"";"";"";"";"";"";"";"";""
"07360339";"0001";"48";"1";"GRNAJA SITIO PAIOL";"08";"20091110";"01";"";"";"20050429";"4724500";"";"";"MARGEM DIREITA DA BR 122 KM 25";"S/N";"";"ZONA RURAL - MAROMBA";"39440001";"MG";"4701";"";"";"";"";"";"";"";"";""
"07360451";"0001";"89";"1";"D J SERVICOS ELETROTECNICOS";"04";"20180928";"63";"";"";"20050503";"4321500";"9521500";"RUA";"LUIZ MERCIO TEIXEIRA";"1562";"CASA";"CENTRO";"96400140";"RS";"8531";"53";"91516697";"";"";"";"";"";"";""
"07360576";"0001";"09";"1";"CASA DE RACOES DO POLACO";"04";"20180928";"63";"";"";"20050415";"4789004";"";"RUA";"DOMINGOS DE ALMEIDA";"736";"";"CIDADE NOVA";"96211580";"RS";"8815";"53";"2310296";"";"";"";"";"";"";""
"62643499";"0001";"02";"1";"";"08";"20011218";"01";"";"";"19900403";"4633801";"";"RUA";"TERENCIO DA COSTA DIAS";"300";"";"PARQUE STA IZABEL";"18052200";"SP";"7145";"";"";"";"";"";"";"";"";""
"62644844";"0001";"22";"1";"BAR E BILHAR DO TIM TIM";"08";"20081231";"71";"";"";"19900403";"5611203";"";"RUA";"MIGUEL ELIAS ZAIET";"265";"";"VILA ELIDA";"04417250";"SP";"7107";"";"";"";"";"";"";"";"";""
"07361022";"0001";"26";"1";"DISTRIBUIDORA DE CESTA BASICA JM";"04";"20181018";"63";"";"";"20050506";"4729699";"";"RUA";"EURIDES RONDON";"SN";"";"CENTRO";"78460000";"MT";"9117";"65";"36861947";"65";"92289242";"";"";"";"";""
"07361195";"0001";"44";"1";"BAR E MERCEARIA FERNANDES";"08";"20180201";"67";"";"";"20050505";"4712100";"";"";"BAIRRO DOS EMBOABAS";"S/N";"KM 23";"ZONA RURAL";"37650000";"MG";"4209";"";"";"";"";"";"";"";"";""
"81070005";"0001";"92";"1";"";"02";"20041030";"00";"";"";"19881118";"4683400";"0210106,2013401,2543800,4612500,7731400,8599604";"ESTRADA";"VELHA PARA MAUA";"S/N";"KM    01                  BRCAO 02";"ZONA RURAL";"86125000";"PR";"0884";"43";"99912059";"";"";"";"";"";"";""
"62650783";"0001";"06";"1";"CASA DE CARNES FF";"08";"20081231";"71";"";"";"19900329";"4722901";"";"AVENIDA";"DOS REMEDIOS";"695";"";"VILA DOS REMEDIOS";"06298004";"SP";"6789";"";"";"";"";"";"";"";"";""
"81071953";"0001";"42";"1";"";"08";"20160909";"01";"";"";"19881117";"8299799";"6399200,7410299,7490105,7490199,8219999,8299703,8299707";"AVENIDA";"PARANA";"342";"";"ZONA 01";"87013070";"PR";"7691";"";"";"";"";"";"";"";"";""
"81072829";"0001";"00";"1";"SUZAN PRESENTES";"08";"19910920";"01";"";"";"19881122";"4774100";"";"AVENIDA";"INDEPENDENCIA";"1474";"";"";"85950000";"PR";"7739";"";"";"";"";"";"";"";"";""
"81074015";"0001";"04";"1";"APEX";"04";"20181127";"63";"";"";"19881123";"7111100";"";"RODOVIA";"DOS MINERIOS";"61";"KM 15";"JD COLONIAL";"83512000";"PR";"7407";"";"";"";"";"";"";"";"";""
"62655956";"0001";"89";"1";"";"02";"20050903";"00";"";"";"19700820";"3250707";"";"RUA";"EDUARDO CHAVES";"146";"FUNDOS";"PONTE PEQUENA";"01109060";"SP";"7107";"11";"33131533";"11";"33131533";"";"";"surfaplastic@terra.com.br";"";""
"25517822";"0001";"75";"1";"EMPORIO BRASIL";"08";"20081231";"71";"";"";"19881215";"4712100";"";"AVENIDA";"BRASIL";"22";"";"CRUZEIRO DO SUL";"38140000";"MG";"5055";"";"";"";"";"";"";"";"";""
"07362180";"0001";"09";"1";"RHEGENTE";"02";"20050413";"00";"";"";"20050413";"6920601";"6810201,6810202,6821801,6821802,6822600";"RUA";"PALESTINA";"260";"SLJ";"VILA MASCOTE";"04362030";"SP";"7107";"11";"55664454";"";"";"11";"55664454";"CARLOSMARQUES@RHEGENTE.COM.BR";"";""
"62659438";"0001";"33";"1";"";"08";"19910226";"01";"";"";"19900410";"5611203";"";"";"LOC  MERCADO MUNICIPAL";"S N";"BOX 15";"CENTRO";"14801139";"SP";"6163";"";"";"";"";"";"";"";"";""
"07362463";"0001";"42";"1";"CLIQUE INFORMATICA";"04";"20180925";"63";"";"";"20050427";"4751201";"";"RUA";"NOVA";"782";"TERREO";"PEDREIRA";"66083450";"PA";"0427";"91";"81726142";"91";"82095242";"";"";"fabermachado@hotmail.com";"";""
"44798650";"0001";"08";"1";"";"02";"20051103";"00";"";"";"19710902";"4930202";"4930203,4930204,5120000";"AVENIDA";"WASHINGTON LUIZ";"500";"";"JD ROSAS";"13990000";"SP";"6865";"19";"36511733";"";"";"";"";"LOGISTICATPLSP@HOTMAIL.COM";"";""
"07362679";"0001";"08";"1";"";"02";"0";"00";"";"";"20050419";"5611203";"";"RUA";"FIORELO PIAZZETTA";"840";"";"SANTANA";"99930000";"RS";"7301";"";"";"";"";"";"";"";"";""
"62664651";"0001";"33";"1";"";"08";"19910129";"01";"";"";"19900406";"4781400";"";"RUA";"PEDRO DE TOLEDO";"64";"APTO 62 6 ANDAR";"CENTRO";"13330090";"SP";"6511";"";"";"";"";"";"";"";"";""
"81083453";"0001";"20";"1";"";"04";"20181127";"63";"";"";"19881206";"5611203";"";"";"TERM CIC SUL";"SN";"LOJA 7";"CIC";"81310415";"PR";"7535";"";"";"";"";"";"";"";"";""
"07363049";"0001";"58";"1";"CIMENTAL ARTEFATOS DE CIMENTO";"04";"20210318";"63";"";"";"20050411";"2330302";"";"RUA";"ALVACIR JOSE DE PAULA";"570";"";"AVENTUREIRO";"89226450";"SC";"8179";"";"";"";"";"";"";"";"";""
"07363172";"0001";"79";"1";"";"08";"20191003";"01";"";"";"20050505";"8291100";"8299799";"RUA";"SAO BENTO";"290";"2 ANDAR SALA 2";"CENTRO";"01010000";"SP";"7107";"";"";"";"";"";"";"";"";""
"25528316";"0001";"81";"1";"";"04";"20180904";"63";"";"";"19881216";"4753900";"4759899";"AVENIDA";"AFONSO PENA";"901";"LOJA 85 E 87";"CENTRO";"38400130";"MG";"5403";"34";"32919100";"";"";"";"";"";"";""
"81088148";"0001";"21";"1";"MERCEARIA SAO PEDRO";"04";"20201027";"63";"";"";"19881212";"4712100";"";"RUA";"BARAO DO SANTO ANGELO";"160";"TERREO";"XAXIM";"81810140";"PR";"7535";"";"";"";"";"";"";"";"";""
"62672332";"0001";"70";"1";"";"04";"20181226";"63";"";"";"19900402";"4723700";"";"RUA";"11";"165";"";"JARDIM MARACANA";"13176102";"SP";"7149";"";"";"";"";"";"";"";"";""
"62673769";"0001";"28";"1";"";"08";"20081231";"71";"";"";"19900405";"4789007";"";"RUA";"FRANCESCO BOTTICINI";"46";"";"PARQUE BRISTOL";"04193290";"SP";"7107";"";"";"";"";"";"";"";"";""
"81091266";"0001";"99";"1";"";"08";"20081231";"71";"";"";"19881215";"4712100";"";"RUA";"MANOEL RIBAS";"369";"";"CENTRO";"84920000";"PR";"7639";"";"";"";"";"";"";"";"";""
"81093064";"0001";"86";"1";"";"04";"20181123";"63";"";"";"19881221";"4781400";"";"RUA";"SAMUEL VINK";"101";"";"CENTRO";"84500000";"PR";"7607";"";"";"";"";"";"";"";"";""
"07364103";"0001";"80";"1";"PLURAL";"04";"20190326";"63";"";"";"20050427";"8299799";"6399200,7410299,7490105,7490199,8219999,8299703,8299707";"RUA";"OTAVIO LAMARTINIE";"603";"SALA 210";"CENTRO";"59300000";"RN";"1639";"";"";"";"";"";"";"";"";""
"81095259";"0001";"65";"1";"CRIS MODAS";"08";"20110805";"01";"";"";"19881223";"4781400";"";"ALAMEDA";"JULIA DA COSTA";"1525";"APT   601                 ANDAR 6";"BIGORRILHO";"80730070";"PR";"7535";"41";"33398785";"41";"88850331";"41";"33398785";"clpg@uol.com.br";"";""
"07364351";"0001";"20";"1";"";"08";"20070201";"01";"";"";"20050419";"4753900";"4759899";"RUA";"CONSELHEIRO RODRIGUES JUNIOR";"223";"";"CENTRO";"62010450";"CE";"1559";"88";"36117699";"";"";"";"";"";"";""
